basis_form,k_base,mse_male_validation,mse_female_validation,mse_male_test,mse_female_test,Country
cs,2,0.0215872804059614,0.0124277217634,0.0617653596176383,0.0490911069565662,GBR_NP
cs,3,0.0111148364163703,0.00808996802773575,0.127760532090387,0.0355030465747092,GBR_NP
cs,4,0.0128510909954952,0.0088073559952922,0.157189795840547,0.0501052915048655,GBR_NP
cs,5,0.0146285585282519,0.0108639789926934,0.183042241408084,0.0757343622508203,GBR_NP
cs,6,0.0154005983063034,0.0124319336293967,0.19335363697376,0.091056198483177,GBR_NP
cs,7,0.0160645028778948,0.0127415936419175,0.199995542811494,0.0945684733596448,GBR_NP
tp,2,0.0222627524879239,0.0129045076752492,0.0645555692659816,0.0523503419587958,GBR_NP
tp,3,0.0118032176197301,0.00807539105025453,0.128080291377914,0.0417247481491039,GBR_NP
tp,4,0.00802110658453026,0.00895533865624011,0.0806180588298611,0.0402636995939696,GBR_NP
tp,5,0.0149058708764219,0.011577978524489,0.191171515770974,0.0837684836566663,GBR_NP
tp,6,0.02446264032382,0.0154300033824798,0.277923072613718,0.0749592164757206,GBR_NP
tp,7,0.0312781750883365,0.0148532259789222,0.338176485603877,0.0942842650639166,GBR_NP
ts,2,0.0222488530152579,0.0128628615544373,0.0644929396433158,0.0521259415430569,GBR_NP
ts,3,0.0117301104550891,0.00806339591048421,0.127256058531639,0.0414056725010089,GBR_NP
ts,4,0.00802939498766908,0.00881200530043947,0.0819509985632193,0.0428100042171313,GBR_NP
ts,5,0.0147542765087429,0.0114454922840062,0.188607800065509,0.0820339585329803,GBR_NP
ts,6,0.0242592724832039,0.0153501318872942,0.275776118168153,0.0741989319463551,GBR_NP
ts,7,0.031095673779284,0.0148282993063408,0.336307509567809,0.094076589654881,GBR_NP
cs,2,0.0224438148587214,0.0131900772884418,0.0644608630676195,0.0487100146475009,GBRTENW
cs,3,0.0133644056398989,0.00935479728130183,0.133878378599731,0.036928806571098,GBRTENW
cs,4,0.0161898759021491,0.00967850464333854,0.176212354874052,0.0520025312154235,GBRTENW
cs,5,0.0191612085056494,0.0101269967133689,0.213082562386891,0.0614413654803866,GBRTENW
cs,6,0.0197327895485058,0.0105819708210556,0.22078665533782,0.0671818340689829,GBRTENW
cs,7,0.0206553941484844,0.0105493616174069,0.229918355633236,0.0677931741752281,GBRTENW
tp,2,0.0231717668817212,0.0136018209552748,0.0670749448536245,0.0513771083558056,GBRTENW
tp,3,0.014436991228045,0.0092746948939801,0.136577965422038,0.0440204048291141,GBRTENW
tp,4,0.0091535705444193,0.0101072901154538,0.0796257045340446,0.0408885414524969,GBRTENW
tp,5,0.0193055103868876,0.0104876729473312,0.220054330652531,0.0667818480002591,GBRTENW
tp,6,0.0199389786978494,0.0168612008330624,0.21506340142366,0.0783795019451038,GBRTENW
tp,7,0.0253335718283674,0.0187679769555696,0.254800608045952,0.112342779315976,GBRTENW
ts,2,0.0231758452220729,0.0135538745727122,0.0670693272833314,0.0511374211729115,GBRTENW
ts,3,0.0143425436958224,0.00926165986082698,0.135636502250394,0.0436711667540054,GBRTENW
ts,4,0.00915146241656227,0.00990573907846372,0.0807451861604065,0.043579823329164,GBRTENW
ts,5,0.0191343780676246,0.0104161068072589,0.217232844387366,0.0655121253309139,GBRTENW
ts,6,0.0198064223150886,0.0166729633643068,0.213549460383082,0.0764757367136889,GBRTENW
ts,7,0.0198064223150886,0.0166729633643068,0.213549460383082,0.0764757367136889,GBRTENW
cs,2,0.0670686767648142,0.0760333818569331,0.125123440392316,0.189880806782923,GBR_SCO
cs,3,0.043230383509216,0.079577472192859,0.182690795800916,0.2399694767367,GBR_SCO
cs,4,0.0509736023161638,0.0765505966220428,0.319844302339348,0.21003568847845,GBR_SCO
cs,5,0.0553992022380833,0.0826565001747622,0.372406843480007,0.241760178546564,GBR_SCO
cs,6,0.0599117439644973,0.0868837533737367,0.416134523577135,0.26364670977888,GBR_SCO
cs,7,0.149715861625879,0.0887968785114916,1.35831019754872,0.274743539434,GBR_SCO
tp,2,0.0678522863236656,0.0768387208459365,0.13027360643163,0.195909234865123,GBR_SCO
tp,3,0.0444332808645288,0.0781979539621885,0.228910751156893,0.229673372700339,GBR_SCO
tp,4,0.0568099030679068,0.0683002882334873,0.218561941996394,0.150436172275131,GBR_SCO
tp,5,0.0564979229147932,0.0841147548783753,0.383347081417517,0.301481132770173,GBR_SCO
tp,6,0.14135335663161,0.0831708789739368,1.23438635288383,0.274589090375682,GBR_SCO
tp,7,0.0467300904765295,0.0753338131667168,0.124891414859199,0.183326602067646,GBR_SCO
ts,2,0.067775308076078,0.0767511187638397,0.129880043822005,0.195207568174878,GBR_SCO
ts,3,0.0442337746181843,0.0780007430480524,0.222051987613781,0.228149444324133,GBR_SCO
ts,4,0.0559929300796766,0.0683585125350598,0.209356735711191,0.151201528151894,GBR_SCO
ts,5,0.0559755129151012,0.0839877953246609,0.376752610570047,0.299710271038166,GBR_SCO
ts,6,0.117798539746967,0.0853502885210986,0.959636332844982,0.295470472785134,GBR_SCO
ts,7,0.0468457964426451,0.0751355907036837,0.125188678051209,0.182171989439178,GBR_SCO
cs,2,0.10146799574529,0.128962966402084,0.184724089099467,0.208742916206853,GBR_NIR
cs,3,0.0878128040238027,0.122352980605431,0.194748511208132,0.181496725039261,GBR_NIR
cs,4,0.0923488649422251,0.123961794833519,0.184531501329513,0.1952424478569,GBR_NIR
cs,5,0.0914653338820446,0.125530504954753,0.182569314398044,0.204798758493427,GBR_NIR
cs,6,0.0916558468081369,0.125968033964029,0.18487628804677,0.207824310084695,GBR_NIR
cs,7,0.0917913023033106,0.126160090368179,0.186829798020307,0.209335311208366,GBR_NIR
tp,2,0.099400962057043,0.128442465780817,0.175489400917417,0.209185357288482,GBR_NIR
tp,3,0.0875731399339158,0.123323059875494,0.183687463615472,0.185430407914473,GBR_NIR
tp,4,0.0838580691811,0.127912299735938,0.222952958501382,0.232566795482113,GBR_NIR
tp,5,0.0918627241468012,0.125220434024587,0.184346910620794,0.209720867060952,GBR_NIR
tp,6,0.0856739599700475,0.136991460428341,0.249063378305817,0.359064063096374,GBR_NIR
tp,7,0.0844954208938424,0.126496797212496,0.14455875845878,0.186819329094874,GBR_NIR
ts,2,0.0990326076621515,0.128550705834458,0.17262886150187,0.208310386867386,GBR_NIR
ts,3,0.0874622217072916,0.123465398400863,0.182264584828461,0.18538047391001,GBR_NIR
ts,4,0.083614351252815,0.127082757432623,0.217922346973338,0.221739321010323,GBR_NIR
ts,5,0.0914286693809022,0.125292109168012,0.181315808387599,0.206864395284521,GBR_NIR
ts,6,0.0855772845590562,0.135285248702692,0.250071645019478,0.33733471902287,GBR_NIR
ts,7,0.0843737581365371,0.126482550519555,0.143515609573553,0.186879023454506,GBR_NIR
cs,2,0.00982359242174388,0.0102364101239434,0.0339856677659548,0.0729855919439166,USA
cs,3,0.0319040155014092,0.0130375303592818,0.230130032350327,0.0965241662838671,USA
cs,4,0.0146493317324571,0.00960988455729283,0.0889099040144546,0.0830610559893375,USA
cs,5,0.0275044848758828,0.00993290171308512,0.219118702547343,0.0834259764036035,USA
cs,6,0.0310415567246566,0.0102405594990855,0.268772562193476,0.0865683143513838,USA
cs,7,0.0329382472400393,0.0106231118436708,0.292872378939784,0.0899498628412689,USA
tp,2,0.0100632476038227,0.0101544019618501,0.0346623215677002,0.0729185745465126,USA
tp,3,0.03191758172693,0.0139142086177861,0.222805421351452,0.102205808815621,USA
tp,4,0.015904902108454,0.00713799529698952,0.0836709458170119,0.0458040635540259,USA
tp,5,0.0293714667925313,0.00938295784428767,0.245209918846513,0.0788996377390523,USA
tp,6,0.0147547701132394,0.0134404854144229,0.0849594435168423,0.181152890389883,USA
tp,7,0.0223704258009778,0.00931368499761167,0.149444761995602,0.0703738360322313,USA
ts,2,0.0100638069010436,0.0101328982075314,0.0346172891243204,0.0727498128349197,USA
ts,3,0.0318661249312499,0.0138881681249706,0.222374610554936,0.101978692665443,USA
ts,4,0.0158940296059889,0.00711928427206293,0.0835719314971908,0.0457366112603467,USA
ts,5,0.0292634110491409,0.00936471613454259,0.244011590429841,0.0786478152195386,USA
ts,6,0.0147889572271406,0.0133249092379137,0.0854049754707376,0.179686066698877,USA
ts,7,0.0225500112452383,0.00937283954695434,0.150794626832196,0.0707816938959211,USA
cs,2,0.0617661249657105,0.0391466693874887,0.117084491768999,0.0607290584700677,UKR
cs,3,0.0570678668936559,0.035848008064884,0.212408461572339,0.0635919955429111,UKR
cs,4,0.0482875418136546,0.0383865048924597,0.152799963714206,0.0860239554687749,UKR
cs,5,0.0497606011401634,0.0391984931955364,0.15475224417309,0.101354806224524,UKR
cs,6,0.0511549033398226,0.039686070950561,0.151371295144328,0.105118968008226,UKR
cs,7,0.0511549033398227,0.0396860709505609,0.151371295144328,0.105118968008225,UKR
tp,2,0.0612645954067789,0.0395557836133609,0.114963532619038,0.0626478110535336,UKR
tp,3,0.0544066267690023,0.0354818558639371,0.209380712636605,0.06148060118132,UKR
tp,4,0.0449333333387946,0.0393520219260355,0.144131563814434,0.0795735949816535,UKR
tp,5,0.0496757188425038,0.038819958667898,0.152416699231911,0.0981835537030298,UKR
tp,6,0.0905845365402388,0.0821672563440451,0.461699195514134,0.407545928350499,UKR
tp,7,0.0905845365401255,0.0821672563438925,0.46169919551324,0.407545928349358,UKR
ts,2,0.0612828938216367,0.0396626818254737,0.115007961001489,0.0631980362795533,UKR
ts,3,0.054256590826906,0.0355291556999935,0.207911691256954,0.0617013241100458,UKR
ts,4,0.0448613235069634,0.0391938279939429,0.143252660974793,0.0784629146390514,UKR
ts,5,0.0495650611294385,0.0388915729008937,0.150274047584302,0.0984445823099726,UKR
ts,6,0.0619142045595524,0.0417768152648624,0.253258434242239,0.101625812714975,UKR
ts,7,0.0619142045594727,0.0417768152648575,0.25325843424181,0.101625812714943,UKR
